,name,link,tel,email,website,addr,rank,ratings,review_num
4537,Bifana Express,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847736-Reviews-Bifana_Express-Montreal_Quebec.html,+1 514-419-8115,,,"4808 St Urbain, Montreal, Quebec H2T 2W2 Canada",,,
4538,Jessie's Brulangerie,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847665-Reviews-Jessie_s_Brulangerie-Montreal_Quebec.html,+1 514-759-5179,,,"5605 Pare, Montreal, Quebec H4P 1P7 Canada",,,
4539,Bistro l'Escale Gourmande,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847624-Reviews-Bistro_l_Escale_Gourmande-Montreal_Quebec.html,+1 514-419-1010,,,"7275 Sherbrooke East 2nd Floor, Montreal, Quebec H1N 1E9 Canada",,,
4540,Le Giromon,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847585-Reviews-Le_Giromon-Montreal_Quebec.html,+1 438-382-4800,,,"2528 Jean Talon Est, Montreal, Quebec H2A 1T7 Canada",,,
4541,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5079024-Reviews-Subway-Montreal_Quebec.html,+1 514-845-8192,,Website,"5047 Saint-Denis, Montreal, Quebec H2J 2L9 Canada",,,
4542,I&C Cafe Home of The I&C Lite Muffins,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847514-Reviews-I_C_Cafe_Home_of_The_I_C_Lite_Muffins-Montreal_Quebec.html,+1 514-341-1773,,Website,"6900 Decarie Blvd. Suite 202, Montreal, Quebec H3X 2T8 Canada",,,
4543,La Grange Gourmande,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847511-Reviews-La_Grange_Gourmande-Montreal_Quebec.html,+1 514-482-3333,,,"5511 Avenue Monkland, Montreal, Quebec H4A 1C8 Canada",,,
4544,Cabane Kreyol,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847498-Reviews-Cabane_Kreyol-Montreal_Quebec.html,+1 514-931-4999,,,"755 Atwater, Montreal, Quebec H3J 2K3 Canada",,,
4545,Assiette Lakay,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847485-Reviews-Assiette_Lakay-Montreal_Quebec.html,+1 438-992-9139,,Website,"3045 William, Montreal, Quebec J4T 2W7 Canada",,,
4546,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5078922-Reviews-Subway-Montreal_Quebec.html,+1 514-332-7530,,Website,"993 Boul Décarie, Montreal, Quebec H4L 3M7 Canada",,,
4547,Crealunch,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13796970-Reviews-Crealunch-Montreal_Quebec.html,+1 514-596-6896,mailto:info@crealunch.com,Website,"5000 Iberville, local 234, Montreal, Quebec H2H 2S6 Canada",,,
4548,L'Oeufrier,http://www.tripadvisor.ca/Restaurant_Review-g155032-d17600764-Reviews-L_Oeufrier-Montreal_Quebec.html,+1 514-507-1700,,Website,"49 Westminster N., Montreal, Quebec H4X 1Y8 Canada",,,
4549,Thai Express Place Alexis Nihon,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15235181-Reviews-Thai_Express_Place_Alexis_Nihon-Montreal_Quebec.html,+1 514-904-1111,,Website,"1500 Ave. Atwater, Montreal, Quebec H3Z 1X5 Canada",,,
4550,Coldstone creamery,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4924552-Reviews-Coldstone_creamery-Montreal_Quebec.html,+1 514-342-1315,mailto:coldstone@gothims.com,,"5985 Ch. De la Cote-Des-Neiges, Montreal, Quebec H3S 1Z2 Canada",,,
4551,Pho Do,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15288501-Reviews-Pho_Do-Montreal_Quebec.html,+1 514-303-1368,,,"676 Rue Jarry E., Montreal, Quebec H2P 1V9 Canada",,,
4552,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5078836-Reviews-Subway-Montreal_Quebec.html,+1 514-727-1767,,Website,"7900 St Michel, Montreal, Quebec H1Z 3E1 Canada",,,
4553,Cafe Mimosa,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21254813-Reviews-Cafe_Mimosa-Montreal_Quebec.html,+1 438-375-1286,mailto:information@cafemimosa.ca,Website,"3509 boulevard St-Laurent, Montreal, Quebec H2X 2T6 Canada",,,
4554,Cafe Minsoo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8653482-Reviews-Cafe_Minsoo-Montreal_Quebec.html,+1 514-842-4901,mailto:leeminsoo@live.ca,,"432 Rachel Est Mont-Royal, Montreal, Quebec H2J 2G7 Canada",,,
4555,Sarah Cuisine Creole,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735862-Reviews-Sarah_Cuisine_Creole-Montreal_Quebec.html,+1 438-882-1905,,Website,"6914 Avenue Wilderton, Montreal, Quebec H3S 2M5 Canada",,,
4556,Restaurant India Palace,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5773046-Reviews-Restaurant_India_Palace-Montreal_Quebec.html,+1 514-270-7402,,,"5125 Saint-Laurent Boul, Montreal, Quebec H2T 1R9 Canada",,,
4557,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261128-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-251-7667,mailto:TimHortons103068@timzone.com,Website,"3065 Av De Granby, Montreal, Quebec H1N 2Z7 Canada",,,
4558,McDonald's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d20043758-Reviews-McDonald_s-Montreal_Quebec.html,+1 514-488-1095,mailto:40398@post.mcdonalds.ca,Website,"7003 Chemin Cote St Luc, Montreal, Quebec H4V 1J2 Canada",,,
4559,Restaurant Chez Flore,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5078630-Reviews-Restaurant_Chez_Flore-Montreal_Quebec.html,+1 514-721-4097,,Website,"1828 Belanger Rue, Montreal, Quebec H2G 1B4 Canada",,,
4560,Ptit Tri,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15236820-Reviews-Ptit_Tri-Montreal_Quebec.html,,,Website,"6697, St Vallier, Montreal, Quebec H2S 2P8 Canada",,,
4561,Les Faiseurs,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14979570-Reviews-Les_Faiseurs-Montreal_Quebec.html,+1 514-543-4042,mailto:lesfaiseurs.cafe@gmail.com,Website,"6564 St-Laurent, Montreal, Quebec H2S 3C6 Canada",,,
4562,Poke Bol Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d20997324-Reviews-Poke_Bol_Bar-Montreal_Quebec.html,,,,"1124 Avenue Laurier Ouest, Montreal, Quebec H2V 2L4 Canada",,,
4563,Puffs,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21023027-Reviews-Mr_Puffs-Montreal_Quebec.html,+1 514-733-8989,mailto:cotedesneiges@mrpuffs.com,Website,"5707 Chemin Cote Des Neiges, Montreal, Quebec H3S 1Y7 Canada",,,
4564,Puffs,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21023026-Reviews-Mr_Puffs-Montreal_Quebec.html,,,,,,,
4565,Presotea,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21023023-Reviews-Presotea-Montreal_Quebec.html,+1 514-543-8676,,Website,"1639 Saint-Catherine St W, Montreal, Quebec H3H 1L8 Canada",,,
4566,Cafe YASSMINE,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847564-Reviews-Cafe_YASSMINE-Montreal_Quebec.html,+1 514-804-2011,,,"12224 Boulevard laurentien Saint Laurent Montréal, Montreal, Quebec H4K 1M9 Canada",,,
4567,Mambo Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d706551-Reviews-Mambo_Restaurant-Montreal_Quebec.html,+1 514-526-2853,,,"2031 Frontenac, Montreal, Quebec H2K 2Z2 Canada",,,
4568,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261354-Reviews-Tim_Hortons-Montreal_Quebec.html,,,,,,,
4569,Got Beef?,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847594-Reviews-Got_Beef-Montreal_Quebec.html,+1 514-694-6545,,Website,"7272 Sherbrooke, Montreal, Quebec H4B 1R2 Canada",,,
4570,Sushi-Shop Mont-Royal Ouest,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5078373-Reviews-Sushi_Shop_Mont_Royal_Ouest-Montreal_Quebec.html,+1 514-525-8534,,Website,"2113 du Mont-Royal Ave E, Montreal, Quebec H2H 1J9 Canada",,,
4571,Food De Toi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736000-Reviews-Food_De_Toi-Montreal_Quebec.html,+1 514-484-4663,mailto:kimi@fooddetoi.com,Website,"5999 Avenue De Monkland, Montreal, Quebec H4A 1H1 Canada",,,
4572,Cafe Restaurant Carthage,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847668-Reviews-Cafe_Restaurant_Carthage-Montreal_Quebec.html,,,,,,,
4573,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15262229-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 888-601-1616,mailto:timhortons108482@timzone.com,Website,"3 Canadian Support Unit 3 Ieme Unite De Support Du Canada, Montreal, Quebec H1N 3V9 Canada",,,
4574,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d20302743-Reviews-Subway-Montreal_Quebec.html,+1 514-729-1240,,Website,"1280 Rue Jarry Estates, Montreal, Quebec H2P 1X1 Canada",,,
4575,Edgar Hyperlodge Montreal,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19762639-Reviews-Edgar_Hyperlodge_Montreal-Montreal_Quebec.html,+1 514-289-9339,mailto:rachel@edgarhyperlodge.ca,Website,"1738 St-Denis, Montreal, Quebec H2X 3K6 Canada",,,
4576,Cafe 123,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847832-Reviews-Cafe_123-Montreal_Quebec.html,+1 514-331-7277,,,"1470 Côte-Vertu, Montreal, Quebec H4L 1Z7 Canada",,,
4577,Pizzeria Cortina,http://www.tripadvisor.ca/Restaurant_Review-g155032-d18939629-Reviews-Pizzeria_Cortina-Montreal_Quebec.html,+1 514-494-4454,,Website,"8660 Boul Maurice-Duplessis, Montreal, Quebec H1E 3L1 Canada",,,
4578,Batadoir,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847852-Reviews-Batadoir-Montreal_Quebec.html,+1 514-549-8270,,,"6583 Boulevard Saint-Laurent, Montreal, Quebec H2S 3C5 Canada",,,
4579,Janine Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15544957-Reviews-Janine_Cafe-Montreal_Quebec.html,+1 514-543-5372,mailto:info@janinecafe.ca,Website,"1840 Beaubien est, Montreal, Quebec H2G 1L6 Canada",,,
4580,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261679-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-645-6213,mailto:timhortons105593@timzone.com,Website,"9900 Rue Sherbrooke Est, Montreal, Quebec H1B 1B3 Canada",,,
4581,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261708-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-339-1204,mailto:TimHortons105828@timzone.com,Website,"3131, Boul. De La Cote-vertu Unit M9, Montreal, Quebec H4R 1Y8 Canada",,,
4582,McDonald's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5078047-Reviews-McDonald_s-Montreal_Quebec.html,+1 514-493-8404,mailto:12013@post.mcdonalds.ca,Website,"8235 Boul. Notre-Dame E, Montreal, Quebec H1L 3L2 Canada",,,
4583,Le Nagra,http://www.tripadvisor.ca/Restaurant_Review-g155032-d706139-Reviews-Le_Nagra-Montreal_Quebec.html,+1 514-842-9582,,,"335 Boul De Maisonneuve E, Montreal, Quebec H2X 1K1 Canada",,,
4584,Restaurant Le Coq-LaLa,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19742468-Reviews-Restaurant_Le_Coq_LaLa-Montreal_Quebec.html,+1 514-745-5252,,Website,"1530 Boulevard Henri-Bourassa Ouest, Montreal, Quebec H3M 3E3 Canada",,,
4585,Victoria Star,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735817-Reviews-Victoria_Star-Montreal_Quebec.html,+1 514-660-7507,,Website,"5899 Victoria Ave A, Montreal, Quebec H3W 2R6 Canada",,,
4586,Brasser,http://www.tripadvisor.ca/Restaurant_Review-g155032-d17653071-Reviews-Brasser-Montreal_Quebec.html,+1 514-397-9777,,,"321 Place Jacques-Cartier, Montreal, Quebec H2Y 3A9 Canada",,,
4587,M Churros Mme Banane,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21227193-Reviews-M_Churros_Mme_Banane-Montreal_Quebec.html,,mailto:info@mchurrosmmebanane.com,Website,"Entree du Quai Jacques-Cartier, Montreal, Quebec H2Y 2E2 Canada",,,
4588,Green Bean Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5077993-Reviews-Green_Bean_Cafe-Montreal_Quebec.html,+1 514-489-8454,,Website,"189 Easton Ave., Montreal, Quebec H4X 1L4 Canada",,,
4589,Arabica Lounge,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735856-Reviews-Arabica_Lounge-Montreal_Quebec.html,,,,,,,
4590,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261897-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-376-1620,mailto:TimHortons107567@timzone.com,Website,"6400 16 E Ave, Montreal, Quebec H1X 2S9 Canada",,,
4591,Atteso,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735872-Reviews-Atteso-Montreal_Quebec.html,+1 514-345-9319,,Website,"4775 Rue Jean-Talon Ouest, Montreal, Quebec H4P 1W7 Canada",,,
4592,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261815-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-245-0065,mailto:TimHortons106557@timzone.com,Website,"7141 Sherbrooke St West, Montreal, Quebec H4B 1R6 Canada",,,
4593,Caffe Art,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4848060-Reviews-Caffe_Art-Montreal_Quebec.html,+1 514-705-1603,,Website,"821 Sainte-Croix, Montreal, Quebec H4L 3X9 Canada",,,
4594,Angolo Verde,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5077928-Reviews-Angolo_Verde-Montreal_Quebec.html,,,,,,,
4595,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261848-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-931-8731,mailto:TimHortons106973@timzone.com,Website,"3040 Rue Sherbrooke O, Montreal, Quebec H3Z 1A4 Canada",,,
4596,Pizza Pizza,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19735920-Reviews-Pizza_Pizza-Montreal_Quebec.html,,,,,,,
4597,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261825-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-767-3206,mailto:timhortons106864@timzone.com,Website,"6125 Monk Blvd, Montreal, Quebec H4E 3H5 Canada",,,
4598,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261900-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-762-4609,mailto:TimHortons107623@timzone.com,Website,"1 Carrefour Alexander Graham Bell, Montreal, Quebec J7Z 4V2 Canada",,,
4599,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5103563-Reviews-Subway-Montreal_Quebec.html,+1 514-278-3974,,Website,"400 Jean Talon Est, Montreal, Quebec H2R 1T5 Canada",,,
4600,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261773-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-335-0826,mailto:TimHortons106254@timzone.com,Website,"2351 Boul Alfred Nobel, Montreal, Quebec H4S 2A9 Canada",,,
4601,Inter-Mission Cafe-Resto,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5077839-Reviews-Inter_Mission_Cafe_Resto-Montreal_Quebec.html,+1 514-738-8989,,Website,"7595 boul. Saint-Laurent, Montreal, Quebec H2R 1W9 Canada",,,
4602,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261759-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-738-3668,mailto:TimHortons106159@timzone.com,Website,"5431 Cote Des Neiges, Montreal, Quebec H3T 1V7 Canada",,,
4603,Hyderabadi Adda,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736013-Reviews-Hyderabadi_Adda-Montreal_Quebec.html,+1 514-316-6532,,Website,"4972 Chemin Queen Mary, Montreal, Quebec H3W 1X2 Canada",,,
4604,Mitch Resto Pub,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4848225-Reviews-Mitch_Resto_Pub-Montreal_Quebec.html,+1 514-578-4286,,,"901 Sherbrooke Est, Montreal, Quebec H2L 1L3 Canada",,,
4605,Epicerie Du Bazaar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19742596-Reviews-Epicerie_Du_Bazaar-Montreal_Quebec.html,+1 514-746-6173,mailto:info@bazaarfoods.ca,Website,"1905 Saint Catherine W, Montreal, Quebec H3H 1M3 Canada",,,
4606,Bombay Mahal,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736441-Reviews-Bombay_Mahal-Montreal_Quebec.html,+1 514-303-4331,,Website,"101 Avenue Du Mont Royal Ouest, Montreal, Quebec H2T 2S9 Canada",,,
4607,Maison O The,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736422-Reviews-Maison_O_The-Montreal_Quebec.html,+1 514-237-1466,mailto:OTHEQUEENMARY@GMAIL.COM,Website,"5317 Chemin Queen Mary, Montreal, Quebec H3X 1T9 Canada",,,
4608,Restaurant Fameux delicatessen,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21022270-Reviews-Restaurant_Fameux_delicatessen-Montreal_Quebec.html,+1 514-845-8732,,,"4500 rue St Denis, Montreal, Quebec Canada",,,
4609,Restaurant Fameux Delicatessen,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21022265-Reviews-Restaurant_Fameux_Delicatessen-Montreal_Quebec.html,+1 514-845-8732,,,"4500 Rue St Denis, Montreal, Quebec Canada",,,
4610,Cafe Van Houtte,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15596318-Reviews-Cafe_Van_Houtte-Montreal_Quebec.html,+1 514-842-1628,mailto:van045@cafevanhoutte.ca,Website,"2000 Av McGill College, Montreal, Quebec H3A 3H3 Canada",,,
4611,Restaurant Chez Toto,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5849215-Reviews-Restaurant_Chez_Toto-Montreal_Quebec.html,+1 514-324-9792,,,"10827 Boulevard Pie-IX, Montreal, Quebec H1H 4A9 Canada",,,
4612,Restaurant La Maison Thai,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736365-Reviews-Restaurant_La_Maison_Thai-Montreal_Quebec.html,+1 514-529-9000,,Website,"1351 Avenue Du Mont Royal Est, Montreal, Quebec H2J 1Y8 Canada",,,
4613,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261602-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-334-0982,mailto:TimHortons105203@timzone.com,Website,"5780 Boul Gouin Ouest, Montreal, Quebec H4J 1E4 Canada",,,
4614,French Takos,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736359-Reviews-French_Takos-Montreal_Quebec.html,+1 514-544-6066,,Website,"1448 Rue Mackay 275 Rue Jean-Talon, Montréal, QC H2R 1S9, Montreal, Quebec H3G 2H7 Canada",,,
4615,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261600-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-484-3862,mailto:TimHortons105097@timzone.com,Website,"5405 Blvd Decarie, Montreal, Quebec H3W 3C5 Canada",,,
4616,Il Panino Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736356-Reviews-Il_Panino_Cafe-Montreal_Quebec.html,+1 514-845-3033,,Website,"1435 Rue Guy, Montreal, Quebec H3H 2L5 Canada",,,
4617,Simmer Huang,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19941888-Reviews-Simmer_Huang-Montreal_Quebec.html,+1 514-985-8818,,Website,"2045 Rue Bishop, Montreal, Quebec H3G 2E8 Canada",,,
4618,Sable Pita & Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19941894-Reviews-Sable_Pita_Cafe-Montreal_Quebec.html,+1 514-246-3205,,Website,"1139a Mont-Royal Ave E, Montreal, Quebec H2J 1X9 Canada",,,
4619,Le Neo Resto Meli-Melo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736193-Reviews-Le_Neo_Resto_Meli_Melo-Montreal_Quebec.html,+1 514-728-9885,,Website,"2466 Rue Belanger, Montreal, Quebec H2G 1E5 Canada",,,
4620,Restaurant L'amalfitana,http://www.tripadvisor.ca/Restaurant_Review-g155032-d705751-Reviews-Restaurant_L_amalfitana-Montreal_Quebec.html,+1 514-523-2483,,,"1381 Boul Rene-Levesque E, Montreal, Quebec H2L 2M1 Canada",,,
4621,Monteiro Grillades Portugaises,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19941904-Reviews-Monteiro_Grillades_Portugaises-Montreal_Quebec.html,+1 514-500-4469,,Website,"355 Jean Talon St E, Montreal, Quebec H2R 1T4 Canada",,,
4622,Hiroko Sushi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736204-Reviews-Hiroko_Sushi-Montreal_Quebec.html,+1 514-278-6868,,Website,"7199 Rue Saint-Denis, Montreal, Quebec H2R 2E3 Canada",,,
4623,Vua,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19941910-Reviews-Vua-Montreal_Quebec.html,+1 514-931-3009,,Website,"1500 Avenue Atwater, Montreal, Quebec H3Z 1X5 Canada",,,
4624,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261557-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-323-5322,mailto:timhortons104947@timzone.com,Website,"6140 Boul Henri Bourassa E, Montreal, Quebec H1G 5X3 Canada",,,
4625,Cafe C&C,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19247673-Reviews-Cafe_C_C-Montreal_Quebec.html,,,,"1600 Notre Dame O, Montreal, Quebec H3J 1M1 Canada",,,
4626,Chloe's Salads,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736300-Reviews-Chloe_s_Salads-Montreal_Quebec.html,+1 514-476-4175,mailto:info@chloesalad.ca,Website,"4175 Rue Jean-Talon Ouest, Montreal, Quebec H4P 1W6 Canada",,,
4627,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261541-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-731-3143,mailto:timhortons109242@timzone.com,Website,"2691 Av Van Horne Suite #028a, Montreal, Quebec H3S 1P6 Canada",,,
4628,Gaspesie Bistro Gourmand,http://www.tripadvisor.ca/Restaurant_Review-g155032-d20224903-Reviews-Gaspesie_Bistro_Gourmand-Montreal_Quebec.html,+1 514-238-0268,mailto:pa.doiron@horizonocean.com,Website,"30 Rue Sainte-Catherine O Aire De Restauration Le Central, Montreal, Quebec H2X 0C8 Canada",,,
4629,Bahay Resto Pub,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736255-Reviews-Bahay_Resto_Pub-Montreal_Quebec.html,+1 514-507-9747,,Website,"6349 Rue Saint-Hubert, Montreal, Quebec H2S 2L9 Canada",,,
4630,Hero Certified Seafood,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736252-Reviews-Hero_Certified_Seafood-Montreal_Quebec.html,+1 514-843-6767,,Website,"2019 Rue Bishop, Montreal, Quebec H3G 2E8 Canada",,,
4631,Souvlaki & Cie,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736232-Reviews-Souvlaki_Cie-Montreal_Quebec.html,+1 514-522-1313,,Website,"844 Avenue Du Mont Royal Est, Montreal, Quebec H2J 1X1 Canada",,,
4632,Banh Mi Express MTL,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736294-Reviews-Banh_Mi_Express_MTL-Montreal_Quebec.html,+1 514-849-3699,,Website,"432 Rue Rachel E, Montreal, Quebec H2J 2G7 Canada",,,
4633,Cafe L'express Matin,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736224-Reviews-Cafe_L_express_Matin-Montreal_Quebec.html,+1 514-843-6357,,,"276 Rue Saint Jacques, Montreal, Quebec H2Y 1N3 Canada",,,
4634,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261464-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-645-6022,mailto:timhortons104421@timzone.com,Website,"1220 Boul St Jean-baptiste, Montreal, Quebec H1B 4A2 Canada",,,
4635,Ilot Pizzeria,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736211-Reviews-Ilot_Pizzeria-Montreal_Quebec.html,,,Website,"1733 Rue Berri, Montreal, Quebec H2L 4E9 Canada",,,
4636,Dosa & Curries,http://www.tripadvisor.ca/Restaurant_Review-g155032-d21381960-Reviews-Dosa_Curries-Montreal_Quebec.html,+(1)514) 739-2760,mailto:dosaandcurries@gmail.com,Website,"5701 Côte-des-neiges Rd, Montreal, Quebec H3S 1Y7 Canada",,,
4637,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261438-Reviews-Tim_Hortons-Montreal_Quebec.html,,,,,,,
4638,Sushi-Sama,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736178-Reviews-Sushi_Sama-Montreal_Quebec.html,+1 514-903-0969,,Website,"1889 Rue Beaubien Est, Montreal, Quebec H2G 1L8 Canada",,,
4639,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261416-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-639-9042,mailto:TimHortons104171@timzone.com,Website,"2525 Rue Victoria, Montreal, Quebec H8S 1Y5 Canada",,,
4640,V & V Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736173-Reviews-V_V_Cafe-Montreal_Quebec.html,+1 514-387-2531,,,"9600 Rue Meilleur, Montreal, Quebec H2N 2E6 Canada",,,
4641,Restaurant Chef Mak,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736165-Reviews-Restaurant_Chef_Mak-Montreal_Quebec.html,+1 514-531-9848,,Website,"125 Boulevard Henri-Bourassa Est, Montreal, Quebec H3L 1B6 Canada",,,
4642,Jo'z Pizza,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736361-Reviews-Jo_z_Pizza-Montreal_Quebec.html,+1 514-613-5658,,Website,"163 Rue Bernard Ouest, Montreal, Quebec H2T 2K3 Canada",,,
4643,La Belle Province,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736163-Reviews-La_Belle_Province-Montreal_Quebec.html,+1 514-722-3694,mailto:info@labelleprovince.com,Website,"1356 Rue Jarry Est, Montreal, Quebec H2E 1A5 Canada",,,
4644,Maison De Sushi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d19736153-Reviews-Maison_De_Sushi-Montreal_Quebec.html,+1 514-507-7887,,Website,"31 Rue Fleury Ouest, Montreal, Quebec H3L 1S7 Canada",,,
4645,Burger King,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15699434-Reviews-Burger_King-Montreal_Quebec.html,+1 514-325-1343,mailto:careers@redberry.ca,Website,"6150 Boul Henri-bourassa Est, Montreal, Quebec H1G 5X3 Canada",,,
